name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;932;0;955;3053;1023;3053;977;0
header;137;117;137;151;1775;151;1775;117
A;957;2038;957;2042;960;2042;960;2038
