name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;912;0;912;3061;963;3061;963;0
header;62;78;62;113;1760;113;1760;78
A;937;1987;937;1989;937;1989;937;1987
