name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;993;0;970;3065;1024;3065;1047;0
header;221;151;221;202;1834;202;1834;151
A;1006;217;1006;242;1028;242;1028;217
B;999;1164;999;1190;1020;1190;1020;1164
C;995;1826;995;1853;1016;1853;1016;1826
A;1012;2099;1012;2099;1012;2099;1012;2099
D;995;2497;995;2523;1015;2523;1015;2497
