name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;878;0;878;3059;931;3059;931;0
header;85;136;85;173;1714;173;1714;136
A;893;204;893;229;912;229;912;204
B;894;898;894;924;913;924;913;898
C;891;1574;891;1602;913;1602;913;1574
D;895;2243;895;2271;918;2271;918;2243
