name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;909;0;955;3051;1011;3051;965;0
header;131;120;131;159;1770;159;1770;120
A;932;181;932;209;953;209;953;181
B;942;847;942;876;964;876;964;847
C;949;1514;949;1541;971;1541;971;1514
D;963;2197;963;2226;985;2226;985;2197
