name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;989;0;989;3059;1048;3059;1048;0
header;202;100;202;147;1862;147;1862;100
A;1011;169;1011;195;1030;195;1030;169
B;1012;843;1012;872;1033;872;1033;843
C;1011;1373;1011;1403;1032;1403;1032;1373
D;1010;2051;1010;2081;1034;2081;1034;2051
